"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000152583",954.770931565544,4.36835896013968,0.23713647596865,18.4212864861718,8.8670794346976e-76,1.34291918038495e-71,"SPARCL1"
"ENSG00000179094",743.252688449073,2.86388846357861,0.175558247953972,16.3130385325414,7.97262134992185e-60,6.03726751722832e-56,"PER1"
"ENSG00000116584",2277.91345410747,-1.03469996009258,0.0650527327805754,-15.9055571667165,5.79851322775862e-57,2.92728276114681e-53,"ARHGEF2"
"ENSG00000189221",2383.75370672631,3.34154414769681,0.212415079829302,15.7312002066054,9.24420637913705e-56,3.50008764030077e-52,"MAOA"
"ENSG00000120129",3440.70375496308,2.96521084247013,0.203702766041034,14.5565565951756,5.30641629720452e-48,1.60731349642325e-44,"DUSP1"
"ENSG00000148175",13493.9203682606,1.42716831224683,0.10036662994392,14.2195499942985,6.9297111383295e-46,1.7491745865e-42,"STOM"
"ENSG00000178695",2685.40973562001,-2.48906888705332,0.178064072083058,-13.9785014345415,2.10881707076937e-44,4.5625763624003e-41,"KCTD12"
"ENSG00000109906",439.541520915421,5.92759504591393,0.42819441511604,13.8432329723581,1.39775824265181e-43,2.64613107312021e-40,"ZBTB16"
"ENSG00000134686",2933.64246142684,1.43948979386216,0.105827294041564,13.6022545686257,3.88276952300719e-42,6.53383826954932e-39,"PHC2"
"ENSG00000101347",14134.9917673153,3.85041430472507,0.284907007914738,13.5146352941847,1.28189390862811e-41,1.94142832461727e-38,"SAMHD1"
"ENSG00000096060",2630.23049426017,3.94505236260224,0.29291820918056,13.4681021491922,2.40980691861566e-41,3.31786598022129e-38,"FKBP5"
"ENSG00000166741",7542.25286980186,2.21959059968604,0.166735440884393,13.312050442983,1.97000025559046e-40,2.48630448924313e-37,"NNMT"
"ENSG00000125148",3695.87946177106,2.19856358442964,0.167005463035293,13.1646207523464,1.40240044449204e-39,1.63379651783322e-36,"MT2A"
"ENSG00000162614",5646.18313812309,1.97114015620688,0.150206309648055,13.1228851892135,2.43485420992076e-39,2.63399050066071e-36,"NEXN"
"ENSG00000106976",989.046833637733,-1.85017129092681,0.147786569869869,-12.5192112690344,5.86147081543719e-36,5.91813169998642e-33,"DNM1"
"ENSG00000187193",199.07693798836,3.25514240670262,0.260907114096487,12.4762500937358,1.0061463328921e-35,9.52380388228181e-33,"MT1X"
"ENSG00000256235",1123.47954131474,1.28011925479435,0.105474383008164,12.1367787920151,6.74286163277805e-34,6.00709643696609e-31,"SMIM3"
"ENSG00000177666",2639.57019969705,1.13999472385162,0.0960688393718987,11.8664358943539,1.7684218323462e-32,1.48793048060462e-29,"PNPLA2"
"ENSG00000164125",7257.00808055341,1.02485232691722,0.0865760043196164,11.8376025201363,2.49482990080224e-32,1.98864204461315e-29,"FAM198B"
"ENSG00000198624",2020.04495478061,2.81410138435384,0.240634293347145,11.6945151300366,1.35961506012761e-31,1.02956850428163e-28,"CCDC69"
"ENSG00000123562",5008.55293511073,1.00454532355927,0.0890150093882237,11.2851229299783,1.55424146319688e-29,1.12090414095794e-26,"MORF4L2"
"ENSG00000144369",1283.77979687001,-1.30900413721804,0.117148631904916,-11.1738747259165,5.47397378395846e-29,3.76833331627504e-26,"FAM171B"
"ENSG00000196517",241.91536257078,-2.34568773034125,0.21047366285388,-11.1448040507079,7.591120099444e-29,4.99858756113389e-26,"SLC6A9"
"ENSG00000135821",19973.4000047829,3.04139431932713,0.27601795596701,11.0188277739824,3.10070622958728e-28,1.95667482696247e-25,"GLUL"
"ENSG00000164647",1885.61489540935,1.54719062113165,0.142632015155485,10.8474287448371,2.0511441149481e-27,1.24258310483556e-24,"STEAP1"
"ENSG00000157150",194.419230565533,2.90878364671797,0.268510811606747,10.8330224370186,2.40096952444407e-27,1.39856474798867e-24,"TIMP4"
"ENSG00000276600",308.766133363223,-1.76082839668048,0.162985378558559,-10.8035973058027,3.30976814568133e-27,1.85653476171644e-24,"RAB7B"
"ENSG00000163697",2417.25697073947,0.917524262526219,0.085961136101308,10.6737102851327,1.35120797990361e-26,7.30858744844293e-24,"APBB2"
"ENSG00000116285",3268.63191573428,2.44021983043098,0.229406360354869,10.6371062539687,2.00252150087289e-26,1.04579959071448e-23,"ERRFI1"
"ENSG00000181467",614.694820343917,-1.2618892116439,0.118695700132271,-10.6312967549598,2.13128175779866e-26,1.07594207406202e-23,"RAP2B"
"ENSG00000183044",534.268135899311,1.00628636891542,0.0950895908948702,10.58250813202,3.59211470950392e-26,1.75492184759474e-23,"ABAT"
"ENSG00000162692",501.804184764929,-3.53333473074728,0.33435835593642,-10.5675083873757,4.21545536750684e-26,1.99509598565285e-23,"VCAM1"
"ENSG00000163884",574.142864572114,4.53724566859664,0.431748522852716,10.5090010235992,7.85208638357719e-26,3.60363176603868e-23,"KLF15"
"ENSG00000273259",2004.06797116422,3.36549839921694,0.323466711926365,10.4044659778873,2.36578827024363e-25,1.05381951037764e-22,NA
"ENSG00000110756",990.645486606917,1.49026598111585,0.147018214852136,10.1366077843803,3.80069010507963e-24,1.64461290404089e-21,"HPS5"
"ENSG00000119138",1717.46623459215,2.1278755378679,0.211779275958774,10.0476098439496,9.41225857230365e-24,3.95968489104275e-21,"KLF9"
"ENSG00000077684",1762.18309743193,1.18958326792686,0.118691652254231,10.0224678428002,1.21432306845893e-23,4.97051969508393e-21,"JADE1"
"ENSG00000103502",3348.30312527958,0.839753280171511,0.0839103821962121,10.0077399028868,1.40935371008683e-23,5.6170162998066e-21,"CDIPT"
"ENSG00000166482",27413.4128904298,-0.949287568922092,0.0953474149899111,-9.95609130066649,2.37205923193033e-23,9.2114966839961e-21,"MFAP4"
"ENSG00000185950",2275.98209759502,2.16650967707574,0.219971827113062,9.84903251252348,6.92069371603236e-23,2.62034765823275e-20,"IRS2"
